5,1
5,2
5,3
5,4
27,5
14,6
14,7
14,8
14,9
14,10
14,11
14,12
14,13
14,14
4,15
19,16
19,17
19,18
19,19
19,20
19,21
27,22
27,23
27,24
27,25
27,26
27,27
7,28
7,29
7,30
17,31
18,32
19,33
20,34
21,35
22,36
23,37
18,38
23,39
10,40
10,41
10,42
10,43
10,44
10,45
10,46
10,47
10,48
10,49
27,50
27,51
27,52
27,53
27,54
27,55
27,56
27,57
27,58
27,59
27,60
27,61
27,62
27,63
20,64
21,65
21,66
21,67
21,68
21,69
21,70
1,71
27,72
27,73
27,74
22,75
22,76
22,77
22,78
22,79
27,80
27,81
27,82
27,83
27,84
27,85
13,86
13,87
13,88
26,89
26,90
26,91
26,92
26,93
26,94
26,95
26,96
26,97
26,98
26,99
26,100
8,101
8,102
8,103
8,104
8,105
8,106
8,107
8,108
8,109
8,110
8,111
8,112
6,113
6,114
6,115
6,116
15,117
15,118
16,119
16,120
16,121
16,122
16,123
16,124
16,125
25,126
24,127
24,128
24,129
24,130
6,131
24,132
6,133
28,134
27,135
27,136
27,137
27,138
27,139
27,140
27,141
27,142
27,143
27,144
27,145
27,146
27,147
27,148
27,149
27,150
27,151
9,152
9,153
9,154
9,155
9,156
27,157
27,158
27,159
27,160
27,161
27,162
27,163
27,164
27,165
27,166
